title,available_globally,release_date,hours_viewed,Clean_Title,Season_Num,Contains_Numbers,Clean_Title_Char_Len
Transformers Rescue Bots Academy: Season 1,No,,2000000,transformers rescue bots academy,1.0,True,32
Trevor Noah: I Wish You Would,Yes,2022-11-22,2000000,trevor noah i wish you would,,False,28
Triad Princess: Season 1 // 極道千金: 第 1 季 // 极道千金: 第 1 季,Yes,2019-12-06,2000000,triad princess,1.0,True,14
Tunnel: Season 1 // ปริศนาล่าข้ามเวลา: ซีซั่น 1,Yes,,2000000,tunnel,1.0,True,6
UFO,No,2022-02-23,2000000,ufo,,False,3
"Un gars, une fille (1999): Season 5",No,,2000000,un gars une fille 1999,5.0,True,22
Under the Riccione Sun // Sotto il sole di Riccione,Yes,2020-07-01,2000000,under the riccione sun  sotto il sole di riccione,,False,49
Unhinged (2020),No,,2000000,unhinged 2020,,True,13
Unknown Origins // Orígenes secretos,Yes,2020-08-28,2000000,unknown origins  orgenes secretos,,False,33
Vampires vs. the Bronx,Yes,2020-10-02,2000000,vampires vs the bronx,,False,21
Velvet Buzzsaw,Yes,2019-02-01,2000000,velvet buzzsaw,,False,14
Victoria & Abdul,No,,2000000,victoria  abdul,,False,15
Villain (2020),No,,2000000,villain 2020,,True,12
Wakfu: Season 3,Yes,2017-10-29,2000000,wakfu,3.0,True,5
"Weddings, Christenings and Funerals // Nunti, botezuri, inmormantari",No,,2000000,weddings christenings and funerals  nunti botezuri inmormantari,,False,63
Welcome to Demon School!  Iruma-kun: Season 1 // 魔入りました! 入間くん: 第1シリーズ,No,,2000000,welcome to demon school  irumakun,1.0,True,33
Where's the Money,No,,2000000,wheres the money,,False,16
3096 Days,No,,1900000,3096 days,,True,9
A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,No,,1900000,a christmas special miraculous tales of ladybug  cat noir,,False,57
A Killer's Mistake: Season 2,No,,1900000,a killers mistake,2.0,True,17
A Monster in Paris // Un monstre à Paris,No,,1900000,a monster in paris  un monstre  paris,,False,37
Ackley Bridge: Series 3,No,,1900000,ackley bridge series 3,,True,22
"Ada Twist, Scientist: Season 2",Yes,2022-01-25,1900000,ada twist scientist,2.0,True,19
Airport (1970),No,,1900000,airport 1970,,True,12
Alice: Season 1 // 앨리스: 시즌1,No,,1900000,alice,1.0,True,5
All About the Washingtons: Season 1,Yes,2018-08-10,1900000,all about the washingtons,1.0,True,25
Allied,No,,1900000,allied,,False,6
Alvin and the Chipmunks: The Road Chip,No,,1900000,alvin and the chipmunks the road chip,,False,37
Annabelle,No,,1900000,annabelle,,False,9
Avengers Climate Conundrum: Season 1,No,,1900000,avengers climate conundrum,1.0,True,26
Bad Seeds // Mauvaises herbes,No,2018-12-21,1900000,bad seeds  mauvaises herbes,,False,27
Bananas in Pyjamas (2011): Season 1,No,,1900000,bananas in pyjamas 2011,1.0,True,23
Barbie in the 12 Dancing Princesses,No,,1900000,barbie in the 12 dancing princesses,,True,35
Behave // Juízo,No,,1900000,behave  juzo,,False,12
Blow,No,,1900000,blow,,False,4
BNA: Season 1,Yes,2020-03-20,1900000,bna,1.0,True,3
Britney Vs Spears,Yes,2021-09-28,1900000,britney vs spears,,False,17
Buddy Daddies: Season 1,No,,1900000,buddy daddies,1.0,True,13
Call My Agent!: Season 4 // Dix pour cent: Saison 4,No,2021-01-21,1900000,call my agent,4.0,True,13
Carmen Sandiego: Season 3,Yes,2020-10-01,1900000,carmen sandiego,3.0,True,15
Charmed (2018): Season 4,No,,1900000,charmed 2018,4.0,True,12
Checkout: Season 1 // קופה ראשית: עונה 1,No,,1900000,checkout,1.0,True,8
Chicuarotes,No,,1900000,chicuarotes,,False,11
Circle Line // 生死環線 // 生死环线,No,,1900000,circle line,,False,11
Conor McGregor: Notorious,No,,1900000,conor mcgregor notorious,,False,24
Criminal: UK: Season 1,Yes,2019-09-20,1900000,criminal uk,1.0,True,11
Cube // CUBE 一度入ったら、最後,No,,1900000,cube  cube,,False,10
DC League of Super-Pets,No,,1900000,dc league of superpets,,False,22
Death Race,No,,1900000,death race,,False,10
Dirty Money: Season 1,Yes,2018-01-26,1900000,dirty money,1.0,True,11
Dogwashers // Lavaperros,No,2021-03-04,1900000,dogwashers  lavaperros,,False,22
Don't Dare to Dream: Season 1 // 질투의 화신: 시즌 1,No,,1900000,dont dare to dream,1.0,True,18
Don't Kill Me // Non mi uccidere,Yes,2022-02-21,1900000,dont kill me  non mi uccidere,,False,29
Doom at Your Service // 어느 날 우리 집 현관으로 멸망이 들어왔다,No,,1900000,doom at your service,,False,20
Doom of Love // Aşkın Kıyameti,Yes,2022-06-20,1900000,doom of love  akn kyameti,,False,25
DOTA: Dragon's Blood: Book 2,Yes,2022-01-18,1900000,dota dragons blood book 2,,True,25
DreamWorks Spooky Stories: Volume 2: Volume 2,No,,1900000,dreamworks spooky stories volume 2 volume 2,,True,43
Drishyam // दृश्यम,No,,1900000,drishyam,,False,8
Empire Games: Season 1,No,2018-10-05,1900000,empire games,1.0,True,12
Failure to Launch,No,,1900000,failure to launch,,False,17
Fairy Tail: Season 2,No,,1900000,fairy tail,2.0,True,10
Fast & Furious Spy Racers: Season 5: South Pacific,Yes,2021-08-13,1900000,fast  furious spy racers,5.0,True,24
For Colored Girls,No,,1900000,for colored girls,,False,17
Force 2 // फ़ोर्स 2,Yes,,1900000,force 2   2,,True,11
Friends with Money,No,,1900000,friends with money,,False,18
Fugitive: The Curious Case of Carlos Ghosn,Yes,2022-10-26,1900000,fugitive the curious case of carlos ghosn,,False,41
FYRE: The Greatest Party That Never Happened,Yes,2019-01-18,1900000,fyre the greatest party that never happened,,False,43
Ghost Stories // घोस्ट स्टोरीज़,Yes,2019-12-31,1900000,ghost stories,,False,13
Gin Tama: Season 1 // 銀魂: 第1期 1年目,No,,1900000,gin tama,1.0,True,8
Girls5eva: Season 2,No,,1900000,girls5eva,2.0,True,9
Glitter Force Doki Doki: Season 2,No,2017-11-10,1900000,glitter force doki doki,2.0,True,23
Godzilla Singular Point: Season 1 // ゴジラ S.P＜シンギュラポイント＞: シーズン1,Yes,2021-03-24,1900000,godzilla singular point,1.0,True,23
Goodbye Mr. Black: Season 1 // 굿바이 미스터 블랙: 시즌 1,No,,1900000,goodbye mr black,1.0,True,16
Green Frontier: Limited Series // Frontera verde: Miniserie,Yes,2019-08-16,1900000,green frontier limited series  frontera verde miniserie,,False,55
Groundhog Day,No,,1900000,groundhog day,,False,13
Half & Half: Season 1,No,,1900000,half  half,1.0,True,10
Half & Half: Season 2,No,,1900000,half  half,2.0,True,10
Halston: Limited Series,Yes,2021-05-14,1900000,halston limited series,,False,22
He-Man and the Masters of the Universe: Season 2,Yes,2022-03-03,1900000,heman and the masters of the universe,2.0,True,37
Heaven Official's Blessing: Season 1 // 天官賜福: 第 1 季 // 天官赐福: 第 1 季,No,,1900000,heaven officials blessing,1.0,True,25
Hero // 영웅,No,,1900000,hero,,False,4
His House,No,2020-10-30,1900000,his house,,False,9
Hostel: Part III,No,,1900000,hostel part iii,,False,15
How to Be a Latin Lover,No,,1900000,how to be a latin lover,,False,23
Hum Saath-Saath Hain // हम साथ-साथ हैं,No,,1900000,hum saathsaath hain,,False,19
I am Solo: Part 5 - Part 8 // 나는 솔로: 5기-8기,No,,1900000,i am solo part 5  part 8    58,,True,30
I Hate Kids,No,,1900000,i hate kids,,False,11
Igor,No,,1900000,igor,,False,4
In Broad Daylight: The Narvarte Case // A plena luz: El caso Narvarte,No,2022-12-08,1900000,in broad daylight the narvarte case  a plena luz el caso narvarte,,False,65
Infinite,No,,1900000,infinite,,False,8
Inspector Gadget: Season 3,No,2017-06-02,1900000,inspector gadget,3.0,True,16
Jagame Thandhiram,Yes,2021-06-18,1900000,jagame thandhiram,,False,17
JFK,No,,1900000,jfk,,False,3
Jumping the Broom,No,,1900000,jumping the broom,,False,17
Khun Pan 2 // ขุนพันธ์ 2,No,,1900000,khun pan 2   2,,True,14
Kitz: Season 1,Yes,2021-12-30,1900000,kitz,1.0,True,4
Kong: Skull Island,No,,1900000,kong skull island,,False,17
Lemony Snicket's A Series of Unfortunate Events,No,,1900000,lemony snickets a series of unfortunate events,,False,46
Let's Dance,No,2019-12-04,1900000,lets dance,,False,10
Life is Beautiful // 인생은 아름다워,No,,1900000,life is beautiful,,False,17
Life or Something Like It,No,,1900000,life or something like it,,False,25
Luccas Neto em: A Gincana na Netoland,No,,1900000,luccas neto em a gincana na netoland,,False,36
Luccas Neto em: Duas Babás Muito Esquisitas,No,,1900000,luccas neto em duas babs muito esquisitas,,False,41
Luis Miguel - The Series: Season 3 // Luis Miguel - La serie: Temporada 3,No,2021-10-28,1900000,luis miguel  the series,3.0,True,23
Ma (2019),No,,1900000,ma 2019,,True,7
Mama (2013),No,,1900000,mama 2013,,True,9
Meenakshi Sundareshwar // मीनाक्षी सुंदरेश्वर,Yes,2021-11-05,1900000,meenakshi sundareshwar,,False,22
Meskina,Yes,2022-03-04,1900000,meskina,,False,7
Mirreyes vs Godinez // Mirreyes contra Godínez,No,,1900000,mirreyes vs godinez  mirreyes contra godnez,,False,43
Misha and the Wolves,Yes,2021-08-11,1900000,misha and the wolves,,False,20
Moesha: Season 3,No,,1900000,moesha,3.0,True,6
Motown Magic: Season 2,Yes,2019-06-28,1900000,motown magic,2.0,True,12
My Next Guest Needs No Introduction With David Letterman: Season 4,Yes,2022-05-20,1900000,my next guest needs no introduction with david letterman,4.0,True,56
Mythomaniac: Season 2 // Mytho: Season 2,Yes,2021-10-29,1900000,mythomaniac,2.0,True,11
Nailed It!: Season 4,Yes,2020-04-01,1900000,nailed it,4.0,True,9
Nate Bargatze: The Tennessee Kid,Yes,2019-03-26,1900000,nate bargatze the tennessee kid,,False,31
Nate Is Late: Season 2,No,,1900000,nate is late,2.0,True,12
Nymphomaniac: Volume II,No,,1900000,nymphomaniac volume ii,,False,22
Okja,Yes,2017-06-28,1900000,okja,,False,4
One on One: Season 2,No,,1900000,one on one,2.0,True,10
One on One: Season 3,No,,1900000,one on one,3.0,True,10
Phi: Season 1 // Fi: 1. Sezon,No,,1900000,phi,1.0,True,3
PK,No,,1900000,pk,,False,2
Pokémon the Series: Sun & Moon: Sun & Moon: Ultra Adventures,No,,1900000,pokmon the series sun  moon sun  moon ultra adventures,,False,54
Pororo - The Little Penguin: Season 5,Yes,,1900000,pororo  the little penguin,5.0,True,26
Prank Encounters: Season 2,Yes,2021-04-01,1900000,prank encounters,2.0,True,16
Project Mc²: Part 5,Yes,2017-09-15,1900000,project mc part 5,,True,17
Project Mc²: Part 6,Yes,2017-11-07,1900000,project mc part 6,,True,17
Puff: Wonders of the Reef,Yes,2021-12-16,1900000,puff wonders of the reef,,False,24
Race (2016),No,,1900000,race 2016,,True,9
Rugrats (1991): Season 1,No,,1900000,rugrats 1991,1.0,True,12
Sebastian Maniscalco: Is It Me?,Yes,2022-12-06,1900000,sebastian maniscalco is it me,,False,29
Something's Gotta Give,No,,1900000,somethings gotta give,,False,21
State of Mind (2017),No,,1900000,state of mind 2017,,True,18
Suntok sa Buwan: Season 1,No,,1900000,suntok sa buwan,1.0,True,15
The Assistant (2022),Yes,,1900000,the assistant 2022,,True,18
The Block Island Sound,Yes,,1900000,the block island sound,,False,22
The Brothers Grimsby,No,,1900000,the brothers grimsby,,False,20
The Divergent Series: Allegiant - Part 1,No,,1900000,the divergent series allegiant  part 1,,True,38
The Four Seasons (1981),No,,1900000,the four,,True,8
The Future Of: Season 1,Yes,2022-06-21,1900000,the future of,1.0,True,13
The Ghost (2022),No,,1900000,the ghost 2022,,True,14
The Last Kids on Earth: Happy Apocalypse to You,Yes,2021-04-06,1900000,the last kids on earth happy apocalypse to you,,False,46
The Letdown: Season 1,Yes,2018-04-21,1900000,the letdown,1.0,True,11
The Plagues of Breslau // Plagi Breslau,Yes,2020-01-30,1900000,the plagues of breslau  plagi breslau,,False,37
The Syndicate: Season 4,No,,1900000,the syndicate,4.0,True,13
The Tourist,No,,1900000,the tourist,,False,11
The troubleshooter // Roulez jeunesse,No,,1900000,the troubleshooter  roulez jeunesse,,False,35
The Tuxedo (2002),No,,1900000,the tuxedo 2002,,True,15
The Victims' Game: Season 1 // 誰是被害者: 第 1 季 // 谁是被害者: 第 1 季,Yes,2020-04-30,1900000,the victims game,1.0,True,16
To Your Eternity: Season 2 // 不滅のあなたへ: 第2シリーズ,No,,1900000,to your eternity,2.0,True,16
Todos queremos a alguien,No,,1900000,todos queremos a alguien,,False,24
Tom Segura: Disgraceful,Yes,2018-01-12,1900000,tom segura disgraceful,,False,22
Top Boy: Summerhouse: Series 2,Yes,,1900000,top boy summerhouse series 2,,True,28
Tora-san Series: Season 1 // 男はつらいよシリーズ: シーズン1,No,,1900000,torasan series,1.0,True,14
Ultimate Beastmaster: No Surrender,Yes,2017-12-15,1900000,ultimate beastmaster no surrender,,False,33
Ultraman: Season 2,Yes,2022-04-14,1900000,ultraman,2.0,True,8
Velvet Colección: Season 2,No,,1900000,velvet coleccin,2.0,True,15
Versailles: Season 1,No,,1900000,versailles,1.0,True,10
Whindersson Nunes: Adult // Whindersson Nunes: Adulto,Yes,2019-08-15,1900000,whindersson nunes adult  whindersson nunes adulto,,False,49
White Girl,Yes,,1900000,white girl,,False,10
Words Bubble Up Like Soda Pop // サイダーのように言葉が湧き上がる,Yes,2021-07-22,1900000,words bubble up like soda pop,,False,29
Wrath of the Titans,No,,1900000,wrath of the titans,,False,19
#LadyRancho,No,,1800000,ladyrancho,,False,10
1983: Season 1,Yes,2018-11-30,1800000,1983,1.0,True,4
3 idiotas,No,,1800000,3 idiotas,,True,9
A Call to Spy,No,,1800000,a call to spy,,False,13
A Full Saturday night: 2023 // 토요일은 밥이 좋아: 2023 파트 1,No,,1800000,a full saturday night 2023     2023  1,,True,38
A Love So Beautiful: Season 1 // 致我們單純的小美好: 第 1 季 // 致我们单纯的小美好: 第 1 季,No,,1800000,a love so beautiful,1.0,True,19
A Perfect Fit,Yes,2021-07-15,1800000,a perfect fit,,False,13
Adú,No,2020-06-30,1800000,ad,,False,2
Aggretsuko: Season 4 // アグレッシブ烈子: シーズン4,Yes,2021-12-16,1800000,aggretsuko,4.0,True,10
Air Force One,No,,1800000,air force one,,False,13
AJIN: Demi-Human: Season 1 // 亜人: シーズン1,Yes,2016-01-18,1800000,ajin demihuman,1.0,True,14
Aloha,No,,1800000,aloha,,False,5
Animal Kingdom: Season 2,No,,1800000,animal kingdom,2.0,True,14
Are We There Yet? (2005),No,,1800000,are we there yet 2005,,True,21
Ash vs. Evil Dead: Season 2,No,,1800000,ash vs evil dead,2.0,True,16
Autumn's Concerto // 下一站幸福: 第 1 季,Yes,,1800000,autumns concerto    1,,True,21
Badanamu Stories: Season 1,Yes,,1800000,badanamu stories,1.0,True,16
Badrinath Ki Dulhania // बद्रीनाथ की दुल्हनिया,No,,1800000,badrinath ki dulhania,,False,21
Baptiste: Season 2,No,,1800000,baptiste,2.0,True,8
Beast of Bangalore: Indian Predator: Limited Series,Yes,2022-12-16,1800000,beast of bangalore indian predator limited series,,False,49
Billions: Season 4,No,,1800000,billions,4.0,True,8
Billions: Season 5,No,,1800000,billions,5.0,True,8
Black Clover IV // ブラッククローバー IV,No,,1800000,black clover iv   iv,,False,20
Blacklight (2022),No,,1800000,blacklight 2022,,True,15
Blasted // Blasted: Gutta vs aliens,Yes,2022-06-28,1800000,blasted  blasted gutta vs aliens,,False,32
Bleach (2004): The Entry,No,,1800000,bleach 2004 the entry,,True,21
Bleach (2004): The Rescue,No,,1800000,bleach 2004 the rescue,,True,22
BoBoiBoy Galaxy: Season 1,No,,1800000,boboiboy galaxy,1.0,True,15
Call Me Tita,No,,1800000,call me tita,,False,12
Call My Agent!: Season 3 // Dix pour cent: Saison 3,No,2018-12-11,1800000,call my agent,3.0,True,13
Catastrophe: Season 1,No,,1800000,catastrophe,1.0,True,11
Christmas Inheritance,Yes,2017-12-15,1800000,christmas inheritance,,False,21
Christmas with the Kranks,No,,1800000,christmas with the kranks,,False,25
Cliffhanger,No,,1800000,cliffhanger,,False,11
Close Enough: Season 2,No,2021-05-26,1800000,close enough,2.0,True,12
Code Geass: Lelouch of the Rebellion: Season 1 // コードギアス 反逆のルルーシュ,No,,1800000,code geass lelouch of the rebellion,1.0,True,35
Cold Pursuit,No,,1800000,cold pursuit,,False,12
Couples Come Dine with Me: Season 2,No,,1800000,couples come dine with me,2.0,True,25
Crazy Ex-Girlfriend: Season 4,No,,1800000,crazy exgirlfriend,4.0,True,18
Crime Diaries: Night Out: Season 1 // Historia de un crimen: Colmenares: Temporada 1,Yes,2019-05-03,1800000,crime diaries night out,1.0,True,23
Critical Thinking,No,,1800000,critical thinking,,False,17
Cásese quien pueda,No,,1800000,csese quien pueda,,False,17
Damnation: Season 1,Yes,2018-02-01,1800000,damnation,1.0,True,9
Deepa & Anoop: Season 1,Yes,2022-08-15,1800000,deepa  anoop,1.0,True,12
Dinotrux Supercharged: Season 2,No,2018-03-23,1800000,dinotrux supercharged,2.0,True,21
Dobaaraa // दोबारा,No,,1800000,dobaaraa,,False,8
Dogs: Season 2,Yes,2021-07-07,1800000,dogs,2.0,True,4
Dolly Parton's Heartstrings: Season 1,Yes,2019-11-22,1800000,dolly partons heartstrings,1.0,True,26
Don (2022),No,,1800000,don 2022,,True,8
DOTA: Dragon's Blood: Book 3,Yes,2022-08-11,1800000,dota dragons blood book 3,,True,25
Emperor (2020),No,,1800000,emperor 2020,,True,12
Escalona: Season 1,No,,1800000,escalona,1.0,True,8
Escape from Alcatraz,No,,1800000,escape from alcatraz,,False,20
Explained: Season 1,Yes,2018-05-23,1800000,explained,1.0,True,9
Facing Nolan,No,,1800000,facing nolan,,False,12
Fairy Tail: Season 9,No,,1800000,fairy tail,9.0,True,10
Fearless: Season 1,Yes,2016-08-19,1800000,fearless,1.0,True,8
Feel Good: Season 1 (Channel 4),Yes,2020-03-19,1800000,feel good,1.0,True,9
Free Rein: The Twelve Neighs of Christmas,Yes,2018-12-07,1800000,free rein the twelve neighs of christmas,,False,40
From Up on Poppy Hill // コクリコ坂から,No,,1800000,from up on poppy hill,,False,21
GANTZ:O,Yes,,1800000,gantzo,,False,6
Get on Up,No,,1800000,get on up,,False,9
